Company Name,Address,links,links-href,Number ,Number1,Number2,Number3,Number4,Cell No,Telephone No
15Y BGTB 09/06/2025,,TB15Y0625,https://dsebd.org/displayCompany.php?name=TB15Y0625,,,,,,,
15Y BGTB 13/05/2035,,TB15Y0535,https://dsebd.org/displayCompany.php?name=TB15Y0535,,,,,,,
15Y BGTB 28/05/2029,,TB15Y0529,https://dsebd.org/displayCompany.php?name=TB15Y0529,,,,,,,
15Y BGTB 22/05/2028,,TB15Y0528,https://dsebd.org/displayCompany.php?name=TB15Y0528,,,,,,,
15Y BGTB 23/05/2027,,TB15Y0527,https://dsebd.org/displayCompany.php?name=TB15Y0527,,,,,,,
15Y BGTB 11/05/2026,,TB15Y0526,https://dsebd.org/displayCompany.php?name=TB15Y0526,,,,,,,
15Y BGTB 12/05/2025,,TB15Y0525,https://dsebd.org/displayCompany.php?name=TB15Y0525,,,,,,,
15Y BGTB 27/04/2037,,TB15Y0437,https://dsebd.org/displayCompany.php?name=TB15Y0437,,,,,,,
15Y BGTB 27/04/2031,,TB15Y0431,https://dsebd.org/displayCompany.php?name=TB15Y0431,,,,,,,
15Y BGTB 23/04/2029,,TB15Y0429,https://dsebd.org/displayCompany.php?name=TB15Y0429,,,,,,,
15Y BGTB 17/04/2028,,TB15Y0428,https://dsebd.org/displayCompany.php?name=TB15Y0428,,,,,,,
15Y BGTB 18/04/2027,,TB15Y0427,https://dsebd.org/displayCompany.php?name=TB15Y0427,,,,,,,
15Y BGTB 13/04/2026,,TB15Y0426,https://dsebd.org/displayCompany.php?name=TB15Y0426,,,,,,,
15Y BGTB 15/04/2025,,TB15Y0425,https://dsebd.org/displayCompany.php?name=TB15Y0425,,,,,,,
15Y BGTB 27/03/2039,,TB15Y0339,https://dsebd.org/displayCompany.php?name=TB15Y0339,,,,,,,
15Y BGTB 27/03/2029,,TB15Y0329,https://dsebd.org/displayCompany.php?name=TB15Y0329,,,,,,,
15Y BGTB 20/03/2028,,TB15Y0328,https://dsebd.org/displayCompany.php?name=TB15Y0328,,,,,,,
15Y BGTB 21/03/2027,,TB15Y0327,https://dsebd.org/displayCompany.php?name=TB15Y0327,,,,,,,
15Y BGTB 09/03/2026,,TB15Y0326,https://dsebd.org/displayCompany.php?name=TB15Y0326,,,,,,,
15Y BGTB 10/03/2025,,TB15Y0325,https://dsebd.org/displayCompany.php?name=TB15Y0325,,,,,,,
15Y BGTB 26/02/2029,,TB15Y0229,https://dsebd.org/displayCompany.php?name=TB15Y0229,,,,,,,
15Y BGTB 20/02/2028,,TB15Y0228,https://dsebd.org/displayCompany.php?name=TB15Y0228,,,,,,,
15Y BGTB 22/02/2027,,TB15Y0227,https://dsebd.org/displayCompany.php?name=TB15Y0227,,,,,,,
15Y BGTB 09/02/2026,,TB15Y0226,https://dsebd.org/displayCompany.php?name=TB15Y0226,,,,,,,
15Y BGTB 10/02/2025,,TB15Y0225,https://dsebd.org/displayCompany.php?name=TB15Y0225,,,,,,,
15Y BGTB 29/01/2029,,TB15Y0129,https://dsebd.org/displayCompany.php?name=TB15Y0129,,,,,,,
15Y BGTB 16/01/2028,,TB15Y0128,https://dsebd.org/displayCompany.php?name=TB15Y0128,,,,,,,
15Y BGTB 18/01/2027,,TB15Y0127,https://dsebd.org/displayCompany.php?name=TB15Y0127,,,,,,,
15Y BGTB 13/01/2025,,TB15Y0125,https://dsebd.org/displayCompany.php?name=TB15Y0125,,,,,,,
10Y BGTB 21/12/2032,,TB10Y1232,https://dsebd.org/displayCompany.php?name=TB10Y1232,,,,,,,
10Y BGTB 18/12/2029,,TB10Y1229,https://dsebd.org/displayCompany.php?name=TB10Y1229,,,,,,,
10Y BGTB 22/11/2028,,TB10Y1128,https://dsebd.org/displayCompany.php?name=TB10Y1128,,,,,,,
10Y BGTB 19/10/2031,,TB10Y1031,https://dsebd.org/displayCompany.php?name=TB10Y1031,,,,,,,
10Y BGTB 21/10/2030,,TB10Y1030,https://dsebd.org/displayCompany.php?name=TB10Y1030,,,,,,,
10Y BGTB 18/10/2027,,TB10Y1027,https://dsebd.org/displayCompany.php?name=TB10Y1027,,,,,,,
10Y BGTB 21/09/2032,,TB10Y0932,https://dsebd.org/displayCompany.php?name=TB10Y0932,,,,,,,
10Y BGTB 16/08/2033,,TB10Y0833,https://dsebd.org/displayCompany.php?name=TB10Y0833,,,,,,,
10Y BGTB 21/08/2029,,TB10Y0829,https://dsebd.org/displayCompany.php?name=TB10Y0829,,,,,,,
10Y BGTB 19/08/2025,,TB10Y0825,https://dsebd.org/displayCompany.php?name=TB10Y0825,,,,,,,
10Y BGTB 25/07/2031,,TB10Y0731,https://dsebd.org/displayCompany.php?name=TB10Y0731,,,,,,,
10Y BGTB 22/07/2030,,TB10Y0730,https://dsebd.org/displayCompany.php?name=TB10Y0730,,,,,,,
10Y BGTB 20/07/2026,,TB10Y0726,https://dsebd.org/displayCompany.php?name=TB10Y0726,,,,,,,
10 Years BGTB 20/06/2034,,TB10Y0634,https://dsebd.org/displayCompany.php?name=TB10Y0634,,,,,,,
10Y BGTB 22/06/2032,,TB10Y0632,https://dsebd.org/displayCompany.php?name=TB10Y0632,,,,,,,
10Y BGTB 17/06/2030,,TB10Y0630,https://dsebd.org/displayCompany.php?name=TB10Y0630,,,,,,,
10Y BGTB 19/06/2029,,TB10Y0629,https://dsebd.org/displayCompany.php?name=TB10Y0629,,,,,,,
10Y BGTB 20/06/2028,,TB10Y0628,https://dsebd.org/displayCompany.php?name=TB10Y0628,,,,,,,
10Y BGTB 25/05/2032,,TB10Y0532,https://dsebd.org/displayCompany.php?name=TB10Y0532,,,,,,,
10Y BGTB 19/05/2031,,TB10Y0531,https://dsebd.org/displayCompany.php?name=TB10Y0531,,,,,,,
10Y BGTB 07/05/2030,,TB10Y0530,https://dsebd.org/displayCompany.php?name=TB10Y0530,,,,,,,
10Y BGTB 17/04/2034,,TB10Y0434,https://dsebd.org/displayCompany.php?name=TB10Y0434,,,,,,,
10Y BGTB 17/04/2029,,TB10Y0429,https://dsebd.org/displayCompany.php?name=TB10Y0429,,,,,,,
10Y BGTB 22/04/2025,,TB10Y0425,https://dsebd.org/displayCompany.php?name=TB10Y0425,,,,,,,
10Y BGTB 15/03/2033,,TB10Y0333,https://dsebd.org/displayCompany.php?name=TB10Y0333,,,,,,,
10Y BGTB 22/02/2034,,TB10Y0234,https://dsebd.org/displayCompany.php?name=TB10Y0234,,,,,,,+88029530511
10Y BGTB 17/02/2031,,TB10Y0231,https://dsebd.org/displayCompany.php?name=TB10Y0231,,,,,,,
10Y BGTB 19/01/2032,,TB10Y0132,https://dsebd.org/displayCompany.php?name=TB10Y0132,,,,,,,
10Y BGTB 22/01/2030,,TB10Y0130,https://dsebd.org/displayCompany.php?name=TB10Y0130,,,,,,,
10Y BGTB 18/01/2027,,TB10Y0127,https://dsebd.org/displayCompany.php?name=TB10Y0127,,,,,,,
10Y BGTB 20/01/2026,,TB10Y0126,https://dsebd.org/displayCompany.php?name=TB10Y0126,,,,,,,
Tamijuddin Textile Mills PLC,"Anabil Tower, 14th & 15th Floor, Plot:03, Block# NW (J), Kemal Ataturk Avenue, Gulshan-02, Dhaka-1212.",TAMIJTEX,https://dsebd.org/displayCompany.php?name=TAMIJTEX,9639203070,,,,,+8801755555257,
Tallu Spinning Mills Ltd.,"South Avenue Tower(6th Floor),House# 50, Road# 03, Gulshan-1, Dhaka-1212.",TALLUSPIN,https://dsebd.org/displayCompany.php?name=TALLUSPIN,88-02-222262803,,,,,+8801999055485,
Takaful Islami Insurance Limited,"Monir Tower(7th, 8th, & 9th Floors),167/1, DIT Extension Road, Motijheel (Fakirapool), Dhaka-1000",TAKAFULINS,https://dsebd.org/displayCompany.php?name=TAKAFULINS,41070071-3,,,,,,
Sunlife Insurance Company Limited,"BTA Tower, 29 Kemal Ataturk Avenue, Road No-17. Banani. Dhaka",SUNLIFEINS,https://dsebd.org/displayCompany.php?name=SUNLIFEINS,9821562 9821563 9821564,,,,,+8801717209439,
Summit Power Limited,"Summit Centre (9th floor), 18, Karwan Bazar C/A, Dhaka-1215",SUMITPOWER,https://dsebd.org/displayCompany.php?name=SUMITPOWER,'[+8802] 55012255-59,,,,,,+88025501225559
Stylecraft Limited,"Red Crescent Concord Tower 14th Floorrn17, Mohakhali C/ArnDhaka-1212, Bangladesh",STYLECRAFT,https://dsebd.org/displayCompany.php?name=STYLECRAFT,222293523,,,,,,
Standard Bank PLC.,"Metropoliton Chamber, 122 - 124 Motijheel C/A (3rd Floor),  Dhaka - 1000",STANDBANKL,https://dsebd.org/displayCompany.php?name=STANDBANKL,(8802) 7175698,,,,,,
Standard Insurance Limited,"Civil Engineer\'s Bhaban, 69, Mohakhali C/A, (5th Level), Dhaka-1212, Bangladesh.",STANDARINS,https://dsebd.org/displayCompany.php?name=STANDARINS,2222280706,,,,,+8801819260838,
Standard Ceramic Industries Ltd.,"Amin Court  (3rd Floor ), 62 - 63, Motijheel C/A, Dhaka - 1000",STANCERAM,https://dsebd.org/displayCompany.php?name=STANCERAM,-223381077,,,,,+8801575648846,
S. S. Steel Limited,"The Pearl Trade Center, Cha - 90/3 Pragati Sarani, North Badda, Dhaka-1212",SSSTEEL,https://dsebd.org/displayCompany.php?name=SSSTEEL,+88-02-222297544  &  +88-02-222292346 Ext-102,,,,,,
Square Pharmaceuticals PLC.,"Square Centre, 48, Mohakhali C/A, Dhaka - 1212",SQURPHARMA,https://dsebd.org/displayCompany.php?name=SQURPHARMA,880-2-8833047-56,,,,,+8801713328886,
Square Textiles PLC.,"Square Centre,  48, Mohakhali C/A,  Dhaka - 1212",SQUARETEXT,https://dsebd.org/displayCompany.php?name=SQUARETEXT,02-8833047-56,,,,,+8801730328776,
Shahjibazar Power Co. Ltd.,"Youth Tower 822/2, Rokeya Sarani (8th floor), Dhaka-1216",SPCL,https://dsebd.org/displayCompany.php?name=SPCL,09678221177 Ext-112,,,,,+8801720596095,
Shinepukur Ceramics Limited,"17, Dhanmondi, Road No 2, Dhaka-1205",SPCERAMICS,https://dsebd.org/displayCompany.php?name=SPCERAMICS,41060531-5,,,,,+8801711522029,
Southeast Bank PLC,"Eunoos Trade Centre ( 2nd,3rd, 4th, 6th & 16th Floor), 52-53 Dilkusha C/A ,  Dhaka - 1000",SOUTHEASTB,https://dsebd.org/displayCompany.php?name=SOUTHEASTB,+88 01700706532,,,,,,
Sonargaon Textiles Ltd.,"Khansons Centre (8th & 9th Floors), 37, Kawranbazar, Dhaka- 1215.",SONARGAON,https://dsebd.org/displayCompany.php?name=SONARGAON,55012652,,,,,,
Sonar Bangla Insurance Ltd.,"Paramount Heights (14th Floor) ,65/2/1, Box Culvert Road, Purana Paltan, Dhaka-1000",SONARBAINS,https://dsebd.org/displayCompany.php?name=SONARBAINS,9574211-9571402 (PABX),,,,,+8801717356168,
Sonali Paper & Board Mills Ltd.,"51, Central Road, Dhanmondi, Dhaka-1205",SONALIPAPR,https://dsebd.org/displayCompany.php?name=SONALIPAPR,58610056-59,,,,,+8801678012173,
Sonali Life Insurance Company Limited,"Rupali Bima Bhaban, 7, Rajuk Avenue, Dhaka-1000",SONALILIFE,https://dsebd.org/displayCompany.php?name=SONALILIFE,9678200004,,,,,,
Sonali Aansh Industries Limited,"Lal Bhaban (1st Floor), 18, Rajuk Avenue, G.P.O. Box # 515, Motijheel, Dhaka-1000",SONALIANSH,https://dsebd.org/displayCompany.php?name=SONALIANSH,8.81E+12,,,,,+8801713399061,
SK Trims & Industries Limited,"Hose:25 (3rd floor), Road-11, Sector-10, Uttara, Dhaka",SKTRIMS,https://dsebd.org/displayCompany.php?name=SKTRIMS,+88 02 9857613,,,,,+8801708860503,
SJIBL Mudaraba Perpetual Bond,"Shahljalal Islami Bank Tower, Plot - 4, Block - CWN (C), Gulshan, Dhaka",SJIBLPBOND,https://dsebd.org/displayCompany.php?name=SJIBLPBOND,,,,,,+8801755556060,
Sena Insurance PLC,"SKS Tower (12th floor), 7 VIP Road, Mohakhali, Dhaka-1206.",SIPLC,https://dsebd.org/displayCompany.php?name=SIPLC,02-55058455-7,,,,,+8801712161604,
Sinobangla Industries Ltd.,"Navana DH Tower, 9th Floor (Suit # 901 & 902), 6 Panthapath, Dhaka-1215, Bangladesh.",SINOBANGLA,https://dsebd.org/displayCompany.php?name=SINOBANGLA,880 - 02 - 55013465-6,,,,,,
Singer Bangladesh Limited,"Gulshan Centre Point (21st Floor), House No. 23-26, Road No. 90, Gulshan-2, Dhaka-1212.",SINGERBD,https://dsebd.org/displayCompany.php?name=SINGERBD,16482 (Help Line),,,,,+8801616667800,
Simtex Industries Limited,"Khagan, Birulia, Savar, Dhaka-1341",SIMTEX,https://dsebd.org/displayCompany.php?name=SIMTEX,+88 02-8881278-79,,,,,+8801404451250,
Silva Pharmaceuticals Limited,"House # 65, Road # 8/A (New), Dhanmondi, Dhaka-1209.",SILVAPHL,https://dsebd.org/displayCompany.php?name=SILVAPHL,-8191250,+88029146009,,,,,
Silco Pharmaceuticals Limited,"41 Nurani, Bankalapara, Subid Bazar, Sylhet",SILCOPHL,https://dsebd.org/displayCompany.php?name=SILCOPHL,0821-722241,,,,,,
Sikder Insurance Company Limited,"295/J/14, Rayer Bazar, Monica Estate, Dhaka-1209.",SICL,https://dsebd.org/displayCompany.php?name=SICL,02-223371513-17,,,,,,
Social Islami Bank PLC.,"City Center (20th Floor) 90/1, Motijheel C/A Dhaka",SIBL,https://dsebd.org/displayCompany.php?name=SIBL,88-09612001122,,,,,+881713139303,
Shyampur Sugar Mills Ltd.,"Bangladesh Sugar and Food Industries Corporation, Chini Shilpa Bhaban, Share office (5th floor), 3 Dilkusha C/A, Dhaka.",SHYAMPSUG,https://dsebd.org/displayCompany.php?name=SHYAMPSUG,9515668,,,,,+8801795108465,
Shurwid Industries Limited,"Main Office: BiMile, Konabari, Gazipur-1346.rnShare Office: Flat-B-6, House No-2, Level-7, Road -7,Rupayan prime, Dhanmondi, Dhaka-1205.",SHURWID,https://dsebd.org/displayCompany.php?name=SHURWID,880-2-9640315,,,,,,
Shepherd Industries PLC,"House # 24, Road # 04, Sector # 04, Uttara, Dhaka-1230",SHEPHERD,https://dsebd.org/displayCompany.php?name=SHEPHERD,48963340-42 Ext.111,,,,,+8801966660445,
Shasha Denims Limited,"Shasha Denims Ltd., House # 08 (5th & 6th floor), Road # 04, DOHS Banani, Dhaka-1206.",SHASHADNIM,https://dsebd.org/displayCompany.php?name=SHASHADNIM,+88 02 9836102,+88029836104,+88029836106,+88029836108,,+8801730022143,
Sharp Industries PLC,"House No: 11, 5th Floor, Unit-5-B, Road No: 12, Niketon, Gulshan-1, Dhaka-1212",SHARPIND,https://dsebd.org/displayCompany.php?name=SHARPIND,+88 02 48810053,,,,,,
Shahjalal Islami Bank PLC.,"Shahjalal Islami Bank Tower, Plot No.04, Block-CWN©rnGulshan Avenue, Dhaka-1212",SHAHJABANK,https://dsebd.org/displayCompany.php?name=SHAHJABANK,02-222283457 (Hunting) PABX-Ext. 1001 to1005,,,,,,
SEML Lecture Equity Management Fund,"Finance Square, Floor-14 Plot-22/A, Road-102 & 103, Block-CEN(D), Gulshan, Dhaka-1212",SEMLLECMF,https://dsebd.org/displayCompany.php?name=SEMLLECMF,+88 02226602590,+8801886040806,,,,+8801918903790,
SEML IBBL Shariah Fund,"Finance Square, Floor-14 Plot-22/A, Road-102 & 103, Block-CEN(D), Gulshan, Dhaka-1212.",SEMLIBBLSF,https://dsebd.org/displayCompany.php?name=SEMLIBBLSF,+88 02226602590,+8801886040806,,,,+8801918903790,
SEML FBLSL Growth Fund,"Finance Square, Floor-14 Plot-22/A, Road-102 & 103, Block-CEN(D), Gulshan, Dhaka-1212",SEMLFBSLGF,https://dsebd.org/displayCompany.php?name=SEMLFBSLGF,+88 02226602590,+8801886040806,,,,+8801918903790,
Southeast Bank 1st Perpetual Bond,"Eunoos Trade Centre ( 2nd,3rd, 4th, 6th & 16th Floor), 52-53 Dilkusha C/A, Dhaka - 1000.",SEB1PBOND,https://dsebd.org/displayCompany.php?name=SEB1PBOND,+88 01700706532,,,,,,
Sea Pearl Beach Resort & Spa Limited,"Advance Noorani Tower (13th Floor), 01 Mohakhali, Dhaka-1212",SEAPEARL,https://dsebd.org/displayCompany.php?name=SEAPEARL,,,,,,+8801844016004,
SBAC Bank PLC.,"Head Office, BSC Tower, (5th - 16th Floor), 2-3 Rajuk Avenue, Motijheel, Dhaka-1000",SBACBANK,https://dsebd.org/displayCompany.php?name=SBACBANK,+88 02 223357201-12,,,,,,
Savar Refractories Limited,"108, Air Port Road (1st Floor), Tejgaon, Dhaka - 1215",SAVAREFR,https://dsebd.org/displayCompany.php?name=SAVAREFR,(8802) 58155615,,,,,,
Summit Alliance Port Limited,"Corporate Office: The Alliance Building (8th Floor), 63 Pragati Sarani, Baridhara,Dhaka-1212rnHead Office: Katghar, South patenga, Chattogram- 4204",SAPORTL,https://dsebd.org/displayCompany.php?name=SAPORTL,+88 02-333300067 ,+88023333000701,+8802550482846,,,,
Sandhani Life Insurance Company Ltd.,"Sandhani Life tower, Rajuk Plot No-34, Banglamotor, Dhaka - 1000",SANDHANINS,https://dsebd.org/displayCompany.php?name=SANDHANINS,02-55168181-5,,,,,,
Samorita Hospital Limited,"89/1, Panthapath, Dhaka-1215.",SAMORITA,https://dsebd.org/displayCompany.php?name=SAMORITA,48117618-9,,,,,+8801819247105,
Samata Leather Complex Ltd.,"120, Sher-Bangla Road, Hazaribagh, Dhaka-1209.",SAMATALETH,https://dsebd.org/displayCompany.php?name=SAMATALETH,9662731,,,,,,
Salvo Chemical Industry Limited,"Suite No. 401, (3rd Floor), 210-211, Nawabpur Road, Dhaka-1100",SALVOCHEM,https://dsebd.org/displayCompany.php?name=SALVOCHEM,-41052982,,,,,,
S. Alam Cold Rolled Steels Ltd.,"S. Alam Bhaban, 2119, Asadgonj, Chattogram",SALAMCRST,https://dsebd.org/displayCompany.php?name=SALAMCRST,88-031-611195,,,,,+8801710535089,
Saiham Textile Mills Ltd.,"Saiham Tower, House #34 (11th Floor), Road #136, Gulshan-1, Dhaka-1212.",SAIHAMTEX,https://dsebd.org/displayCompany.php?name=SAIHAMTEX,222263323,,,,,+8801916754255,
Saiham Cotton Mills Limited,"Saiham Tower,House #34 (11th Floor),Road #136, Gulshan-1, Dhaka-1212.",SAIHAMCOT,https://dsebd.org/displayCompany.php?name=SAIHAMCOT,222263323,,,,,+8801818062160,
SAIF Powertec Limited,"72, Mohakhali C/A, Rupayan Center(8th Floor), Dhaka-1212.",SAIFPOWER,https://dsebd.org/displayCompany.php?name=SAIFPOWER,(88-02)  9856358,,,,,,
Safko Spinnings Mills Ltd.,"House # 10 (6th Floor), Block-B, Road # 1, Niketan, Gulshan, Dhaka-1212",SAFKOSPINN,https://dsebd.org/displayCompany.php?name=SAFKOSPINN,02-222280092,,,,,+8801671012818,
Rupali Life Insurance Company Limited,"Rupali Life Tower, 50, Kakrail, Dhaka-1000",RUPALILIFE,https://dsebd.org/displayCompany.php?name=RUPALILIFE,8392361-4 Ex-125 Direct: 8392369,,,,,,
Rupali Insurance Company Ltd.,"RUPALI BIMA BHABAN, 7, RAJUK AVENUE , DHAKA- 1000",RUPALIINS,https://dsebd.org/displayCompany.php?name=RUPALIINS,2223385625,,,,,+8801818680664,
Rupali Bank PLC.,"Rupali Bank Bhaban, 34, Dilkusha C/A,  Dhaka - 1000",RUPALIBANK,https://dsebd.org/displayCompany.php?name=RUPALIBANK,02-223 389 505,,,,,,
Runner Automobiles PLC,"138/1, Tejgaon I/A, Tejgaon, Dhaka - 1208",RUNNERAUTO,https://dsebd.org/displayCompany.php?name=RUNNERAUTO,8870160,,,,,+8801730405010,
Ratanpur Steel Re-Rolling Mills Limited,"Nahar Mansion, 116 C.D.A Avenue, Muradpur, Chittagong. Share Office: 291, Fakirapool (Jamidarbari), Apt # B-9, Inner Circular Road Arambagh, Dhaka-1000.",RSRMSTEEL,https://dsebd.org/displayCompany.php?name=RSRMSTEEL,+88 031 652255-57,+880271958401,,,,,+88027191740
Robi Axiata PLC.,"53, Gulshan South Avenue, Gulshan-1, Dhaka-1212.",ROBI,https://dsebd.org/displayCompany.php?name=ROBI,8.80189E+12,+88029885463,,,,,
Ring Shine Textiles Limited,"House # 05, Road # 06, Block # K, Baridhara Model Town, Gulshan, Dhaka - 1212.",RINGSHINE,https://dsebd.org/displayCompany.php?name=RINGSHINE,880-2-9885580,,,,,+8801713048612,
Republic Insurance Company Limited,"HR Bhaban (9th Floor), 26/1, Kakrail, Dhaka-1000",REPUBLIC,https://dsebd.org/displayCompany.php?name=REPUBLIC,58313334-38,,,,,+8801714006287,
Renwick Jajneswar & Co (Bd) Ltd.,"Bangladesh Sugar and Food Industries Corporation, Chini Shilpa Bhaban, Share office (5th floor), 3 Dilkusha C/A, Dhaka.",RENWICKJA,https://dsebd.org/displayCompany.php?name=RENWICKJA,9565868,,,,,+8801747224411,
Renata PLC,"Plot # 1, Milk Vita Road, Section-7, Mirpur, Dhaka-1216",RENATA,https://dsebd.org/displayCompany.php?name=RENATA,8001450,,,,,+8801819256611,
Reliance Insurance Ltd.,"SHANTA WESTERN TOWER (LEVEL-5)rn186 BIR UTTAM MIR SHAWKAT ALI SHORAKrnTEJGAON I/A, DHAKA-1208",RELIANCINS,https://dsebd.org/displayCompany.php?name=RELIANCINS,-1714014807,,,,,,
Reliance One the first scheme of Reliance Insurance Mutual Fund,"AIMS of Bangladesh Limited, Unique Trade Centre (UTC), Level-6 (SW), 8 Panthopath,Karwan Bazar, Dhaka-1215.",RELIANCE1,https://dsebd.org/displayCompany.php?name=RELIANCE1,48120558-9,,,,,,
Regent Textile Mills Limited,"H G. Tower, 1182, Jubilee Road, Chattogram- 4000, Bangladesh",REGENTTEX,https://dsebd.org/displayCompany.php?name=REGENTTEX,+88 031 2868841-3,+88031671170,,,,,+8803128688413
Reckitt Benckiser (Bangladesh) PLC,"The Glass House, 9th & 10th floor, Plot # 02, Block # SE (B), 38, Gulshan Avenue, Dhaka-1212",RECKITTBEN,https://dsebd.org/displayCompany.php?name=RECKITTBEN,-222290684,,,,,+8801777758920,
Rangpur Dairy & Food Products Ltd.,"Head Office : 23, Adarsha Chayaneer, (3rd floor), Ring Road, Adabor, Dhaka-1207.",RDFOOD,https://dsebd.org/displayCompany.php?name=RDFOOD,01978 090829,,,,,,
Rangpur Foundry Ltd.,"PRAN Centre, Ga-105/1, Middle Badda, Dhaka-1212",RANFOUNDRY,https://dsebd.org/displayCompany.php?name=RANFOUNDRY,9881792 Ext-230,,,,,+8801769696200,
RAK Ceramics (Bangladesh) Limited,"RAK Tower (7th, 8th, & 9th Floor), Plot # 1/A, Sector # 3, Jasimuddin Avenue, Uttara Model Town, Dhaka - 1230",RAKCERAMIC,https://dsebd.org/displayCompany.php?name=RAKCERAMIC,-58956515,+880258952303,,,,+8801713240021,
Rahim Textile Mills PLC.,"Tower 117, 117/A, Tejgaon Industrial Area, Dhaka",RAHIMTEXT,https://dsebd.org/displayCompany.php?name=RAHIMTEXT,8.80961E+12,+88028878062,+88028878065,,,+8801709998863,
Rahima Food Corporation Limited,"Uttar Rupshi, Rupgonj, Narayangonj, 1460",RAHIMAFOOD,https://dsebd.org/displayCompany.php?name=RAHIMAFOOD,961161 24/41,,,,,+8801716336319,
Queen South Textile Mills Limited,"Plot No. 85-88, Extension Area, DEPZ, Savar, Dhaka-1349",QUEENSOUTH,https://dsebd.org/displayCompany.php?name=QUEENSOUTH,8.81E+12,,,,,+881730027955,
Quasem Industries Ltd.,"Icon Centre (4th, 6th & 9th Floor), 57/4, Progati Sarani, North Baridhara, Dhaka-1212",QUASEMIND,https://dsebd.org/displayCompany.php?name=QUASEMIND,1914900046,,,,,+8801313009844,
Purabi Gen. Insurance Company Ltd.,"Sandhani Life Tower (2nd Floor), 34 Banglamotor, Dhaka-1000.",PURABIGEN,https://dsebd.org/displayCompany.php?name=PURABIGEN,55168145,,,,,+8801841777999,
Pubali Bank PLC.,"Pubali Bank Bhaban, 26, Dilkusha C/A, Dhaka - 1000",PUBALIBANK,https://dsebd.org/displayCompany.php?name=PUBALIBANK,8.80222E+12,,,,,+8801713367599,+8802223381614
Paramount Textile PLC.,"House No.22, (Level 2, 5-7) Road No. 113/A, Gulshan 2, Dhaka 1212",PTL,https://dsebd.org/displayCompany.php?name=PTL,0088-02- 55049833-37 & 39 ,,,,,+8801713236107,
Provati Insurance Company Limited,"107, Motijheel, Khan Mension, Motijheel, Dhaka-1000",PROVATIINS,https://dsebd.org/displayCompany.php?name=PROVATIINS,2223381431,,,,,,
Progressive Life Insurance Co. Ltd.,"National Scout Bhaban (6th,7th & 8th Floor) 60, Anjuman Mufidul Islam Road, Kakrail, Dhaka 1000",PROGRESLIF,https://dsebd.org/displayCompany.php?name=PROGRESLIF,880-2-9341277,,,,,+8801713361160,
Prime Textile Spinning Mills Limited,"Sena Kalyan Bhaban (8th Floor), 195, Motijheel C/A, Ddaka-1000",PRIMETEX,https://dsebd.org/displayCompany.php?name=PRIMETEX,9564851-2,,,,,+8801912129467,
Prime Islami Life Insurance Ltd.,"Gause Pak Bhaban (13th Floor) 28/G/1, Toyanbee Circular road, Motijheel C/A, Dhaka-1000",PRIMELIFE,https://dsebd.org/displayCompany.php?name=PRIMELIFE,41070180,,,,,+8801707213979,
Prime Insurance Company Ltd.,"Unique Heights (9th Floor), 117, Kazi Nazrul Islam Avenue, Dhaka- 1000",PRIMEINSUR,https://dsebd.org/displayCompany.php?name=PRIMEINSUR,-55129919,,,,,+8801716016561,
Prime Finance & Investment Ltd.,"PFI Tower, (5th & 6th Floor), 56-57, Dilkusha Commercial Area, Dhaka-1000",PRIMEFIN,https://dsebd.org/displayCompany.php?name=PRIMEFIN,88-02-47112457,,,,,+8801755543413,
Prime Bank PLC.,"Simple Tree, Anarkali (8th floor), 89, Gulshan Avenue, Dhaka-1212                                               Share Office: Adamjhee Court, Annex Building- 2 (2nd floor), 119-120, Motijheel",PRIMEBANK,https://dsebd.org/displayCompany.php?name=PRIMEBANK,(8802) 55068684,,,,,+8801611027910,+88029513229
Prime Bank 1st ICB AMCL Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",PRIME1ICBA,https://dsebd.org/displayCompany.php?name=PRIME1ICBA,1970973681,,,,,+8801970973654,
Premier Leasing & Finance Limited,"Happy Rahman Plaza (5th Floor), 25-27 Kazi Nazrul Islam Avenue, Banglamotor Crossing, Dhaka-1000",PREMIERLEA,https://dsebd.org/displayCompany.php?name=PREMIERLEA,-9707836146,,,,,+8801818618990,
Premier Cement Mills PLC,"T.K. BHABAN (12th floor), 13, Kawran Bazar, Dhaka - 1215",PREMIERCEM,https://dsebd.org/displayCompany.php?name=PREMIERCEM,880255012191-8,,,,,+8801714003195,
The Premier Bank PLC.,"Iqbal centre (4th Floor), 42, Kemal Ataturk Avenue, Banani, Dhaka-1213",PREMIERBAN,https://dsebd.org/displayCompany.php?name=PREMIERBAN,-222274766,,,,,,
Premier Bank Perpetual Bond,"Iqbal Centre (4th Floor), 42, Kemal Ataturk Avenue, Banani, Dhaka - 1213",PREBPBOND,https://dsebd.org/displayCompany.php?name=PREBPBOND,,,,,,+8801985552847,
Pragati Life Insurance Ltd.,"Pragati Insurance Bhaban (6th Floor), 20-21, Kawran Bazar, Dhaka-1215",PRAGATILIF,https://dsebd.org/displayCompany.php?name=PRAGATILIF,8189184-8,,,,,+8801814650723,
Pragati Insurance Ltd,"Pragati Insurance Bhaban, 20-21, Kawran Bazar, Dhaka-1215",PRAGATIINS,https://dsebd.org/displayCompany.php?name=PRAGATIINS,+88-02-55012680-2(PABX),,,,,+8801911309436,+8802550126802
